Compound,Date,Negative,Neutral,Positive,Tweet Count,Tweet text,User
-0.567,Thu Apr 12 01:31:59 +0000 2018,0.267,0.642,0.091,69,"@qz @Uber @uber is determined to loose more and more money. Won’t stop until they only have desperate, uneducated d… https://t.co/N00Ft1QPu1",@Uber
0.893,Thu Apr 12 01:31:59 +0000 2018,0.0,0.606,0.394,70,RT @kvnweb: Great to have @Uber make a commitment to city-led innovation based on open data. Excited to work with them on @sharedstreetsio…,@Uber
-0.527,Thu Apr 12 01:31:49 +0000 2018,0.227,0.773,0.0,71,"Dicen que hay personas que son el viaje y no el destino, pero no mamen ya parezco @Uber",@Uber
0.0,Thu Apr 12 01:31:33 +0000 2018,0.0,1.0,0.0,72,@KENS5 @Uber We need this! From San Antonio to Austin! Since the train is taking forever this might be an option!,@Uber
0.485,Thu Apr 12 01:31:09 +0000 2018,0.083,0.716,0.202,73,"Dear @Uber, your driver never showed up but charged me for the trip and your support has not responded. I'd appreci… https://t.co/jMVKgMoDBK",@Uber
0.236,Thu Apr 12 01:30:47 +0000 2018,0.0,0.897,0.103,74,@annbordetsky @Uber Sure will make those Muni e-tickets more convenient! Never really understood those but I can se… https://t.co/HTYQtdgW3x,@Uber
0.0,Thu Apr 12 01:30:45 +0000 2018,0.0,1.0,0.0,75,RT @Uber: Estás a un Uber de distancia de todos tus destinos. ¡Descarga la App e #IniciaTuViaje!,@Uber
0.0,Thu Apr 12 01:30:39 +0000 2018,0.0,1.0,0.0,76,@Uber Have to deal with Ubereats at work so will never ever use uber even if it meant walking 20 miles,@Uber
0.361,Thu Apr 12 01:29:50 +0000 2018,0.06,0.815,0.124,77,"@dkhos @Uber @TheRideshareGuy Uber has not done anything to improve driver pay, gas prices are up $.40 cents in 2 w… https://t.co/F6iUGuzd4w",@Uber
0.0,Thu Apr 12 01:29:37 +0000 2018,0.0,1.0,0.0,78,Hey @Uber are you paying me to walk? Or am I paying you to fucking drive?,@Uber
-0.296,Thu Apr 12 01:29:15 +0000 2018,0.18,0.82,0.0,79,@Uber cada vez pior meus parabéns hein vão tomar no cu,@Uber
-0.296,Thu Apr 12 01:28:42 +0000 2018,0.099,0.901,0.0,80,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.625,Thu Apr 12 01:28:08 +0000 2018,0.177,0.823,0.0,81,"I think @Uber might have the worst customer service ever. And my parents used to have Comcast. 

How you doin’ @lyft 😏",@Uber
0.0,Thu Apr 12 01:28:04 +0000 2018,0.0,1.0,0.0,82,See some new Tweets where @Uber has been mentioned: https://t.co/pXJ6X2kPGZ Who Tweeted: @himeroom2 @ReinhardCate @Anthony18334957 #business,@Uber
-0.296,Thu Apr 12 01:27:13 +0000 2018,0.099,0.901,0.0,83,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:26:40 +0000 2018,0.0,1.0,0.0,84,Jamás metería información de mi tarjeta bancaria en la aplicación de @Uber porque han pasado cosas (choferes y fall… https://t.co/koyFElSRQ4,@Uber
-0.567,Thu Apr 12 01:26:17 +0000 2018,0.169,0.831,0.0,85,"@timoreilly @Uber @dkhos Under the guise of “upfront pricing,” both Uber and Lyft violated rider and driver agreeme… https://t.co/wzWQj6PSYI",@Uber
0.0,Thu Apr 12 01:25:58 +0000 2018,0.0,1.0,0.0,86,"@Uber, @UberEats and now Uber bike? Uber has just acquired the electric bike-sharing start up, Jump. For now, it wi… https://t.co/FOlMz7Txpt",@Uber
-0.296,Thu Apr 12 01:25:38 +0000 2018,0.099,0.901,0.0,87,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.296,Thu Apr 12 01:25:25 +0000 2018,0.099,0.901,0.0,88,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.296,Thu Apr 12 01:23:37 +0000 2018,0.099,0.901,0.0,89,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:23:25 +0000 2018,0.0,1.0,0.0,90,@Uber,@Uber
0.0,Thu Apr 12 01:22:21 +0000 2018,0.0,1.0,0.0,91,#newDriverApp https://t.co/tU8sLWwQsA @uber #whenwilligetthis?,@Uber
0.318,Thu Apr 12 01:22:18 +0000 2018,0.0,0.777,0.223,92,"What up, @Uber? I’m sure @AFCMobile is listening. https://t.co/wcd7Sfv9aE",@Uber
-0.681,Thu Apr 12 01:22:15 +0000 2018,0.434,0.566,0.0,93,@Hale_or_shine @Uber What in the literal hell,@Uber
0.0,Thu Apr 12 01:22:14 +0000 2018,0.0,1.0,0.0,94,Erran Li @uber ja itsenäisesti ajavat autot. Tekoälyn haasteena on tulkita ja ennustaa muiden tienkäyttäjien aikomu… https://t.co/JxldK8MefV,@Uber
0.0,Thu Apr 12 01:21:38 +0000 2018,0.0,1.0,0.0,95,@vaidesmaiar @Uber_Brasil @Uber Por isso eu morro de medo de andar de Uber,@Uber
-0.296,Thu Apr 12 01:21:18 +0000 2018,0.099,0.901,0.0,96,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.296,Thu Apr 12 01:19:22 +0000 2018,0.099,0.901,0.0,97,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
-0.296,Thu Apr 12 01:19:20 +0000 2018,0.099,0.901,0.0,98,RT @vaidesmaiar: Me ajudem em uma reclamação ou a achar? Esqueci um esquipamento no @Uber_Brasil Tentei solucionar de tds as formas. A @Ube…,@Uber
0.0,Thu Apr 12 01:18:58 +0000 2018,0.0,1.0,0.0,99,@timoreilly @Uber @dkhos see more receipts at page 7 of @DrivingGuild report. 200% app fees ... apps taking more th… https://t.co/92Z0BTYjGZ,@Uber
0.625,Thu Apr 12 01:58:37 +0000 2018,0.09,0.653,0.257,0,@DetroitCityFC @lyft This club just does everything better than anyone else in the lower leagues. Those are some beauties.,@Lyft
0.273,Thu Apr 12 01:57:50 +0000 2018,0.0,0.704,0.296,1,@DetroitCityFC @lyft Well these are nice....,@Lyft
0.0,Thu Apr 12 01:57:43 +0000 2018,0.0,1.0,0.0,2,unban me @uber @lyft,@Lyft
0.0,Thu Apr 12 01:57:24 +0000 2018,0.0,1.0,0.0,3,RT @kurt_nagl: NEW: @lyft national rideshare service signs one-year title sponsorship with @DetroitCityFC and announces partnership with #D…,@Lyft
0.422,Thu Apr 12 01:55:28 +0000 2018,0.0,0.887,0.113,4,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:54:13 +0000 2018,0.0,1.0,0.0,5,@DetroitCityFC @lyft The white kit though 👀👀☠️☠️🔥🔥🔥😍😍😍😍 https://t.co/Mo6Wf3MxRq,@Lyft
0.494,Thu Apr 12 01:53:55 +0000 2018,0.0,0.775,0.225,6,The email response my friend got after applying to a job @lyft https://t.co/PVDvuLvQAz,@Lyft
-0.586,Thu Apr 12 01:53:40 +0000 2018,0.211,0.789,0.0,7,"The problem is now you've got all these idling bored @Uber and @Lyft drivers trolling the Lakeview neighborhood, ap… https://t.co/vMhVY4eT5u",@Lyft
0.077,Thu Apr 12 01:52:42 +0000 2018,0.0,0.939,0.061,8,"Hey @Lyft, I want you to #BringMeLyft in Brookings, SD because...I'm already signed up in Sioux Falls to drive on w… https://t.co/PE2H6gRwNu",@Lyft
0.848,Thu Apr 12 01:50:30 +0000 2018,0.0,0.545,0.455,9,@NotBeilein @DetroitCityFC @lyft Well it's a good thing we get the best of both worlds. 😁,@Lyft
0.907,Thu Apr 12 01:49:13 +0000 2018,0.0,0.585,0.415,10,"@RamblersMVC @DetroitCityFC @lyft I love the white kit, but I also really love the blue. Not exactly sure why, just… https://t.co/pq7CUeeBxf",@Lyft
0.511,Thu Apr 12 01:49:03 +0000 2018,0.0,0.829,0.171,11,"RT @Francavilla: Rushing around the city #StarWars style. 

Free rides from @Lyft 👉🏼 https://t.co/CpVNKYsYep #Lyft #Toronto https://t.co/SX…",@Lyft
-0.318,Thu Apr 12 01:47:27 +0000 2018,0.133,0.867,0.0,12,@BobbleHeadGuru @lyft Does it count if I was already using it exclusively? Not terribly often but still,@Lyft
-0.625,Thu Apr 12 01:46:14 +0000 2018,0.163,0.837,0.0,13,"RT @_SantiArbelaez: I think @Uber might have the worst customer service ever. And my parents used to have Comcast. 

How you doin’ @lyft 😏",@Lyft
-0.819,Thu Apr 12 01:43:15 +0000 2018,0.35,0.65,0.0,14,@jithinjotron @Uber_Support Literally the WORST customer service ever. I am having similar problems. @Uber could no… https://t.co/gTxhdkJAzA,@Lyft
0.681,Thu Apr 12 01:43:04 +0000 2018,0.0,0.772,0.228,15,"Dear @uber &amp; @lyft drivers;

Having ten air fresheners will not drown out the smell of food, passed gas, mustiness… https://t.co/lhEfeMEZYO",@Lyft
0.422,Thu Apr 12 01:41:59 +0000 2018,0.0,0.887,0.113,16,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:40:59 +0000 2018,0.0,1.0,0.0,17,@nathenmcvittie @DetroitCityFC @lyft #modernfootball,@Lyft
0.511,Thu Apr 12 01:39:30 +0000 2018,0.0,0.87,0.13,18,On everything if a @lyft driver takes more then 30 minutes to pick you up it should be a free ride especially if he… https://t.co/Nf6VgMnZXq,@Lyft
0.0,Thu Apr 12 01:38:25 +0000 2018,0.0,1.0,0.0,19,RT @TylerMoormantis: @DetroitCityFC @lyft The white away kits... https://t.co/JJKcj23GWW,@Lyft
0.784,Thu Apr 12 01:38:12 +0000 2018,0.0,0.695,0.305,20,RT @Scott_Wiener: Thank you @Lyft for supporting #SB827 - 100% agree that building more housing near transit can reduce congestion and free…,@Lyft
0.718,Thu Apr 12 01:37:04 +0000 2018,0.07,0.656,0.275,21,"Seriously love the new @DetroitCityFC kits, and yet another reason to like @lyft. Just deleted the ""other"" app.… https://t.co/6ePfbR54yZ",@Lyft
0.0,Thu Apr 12 01:36:06 +0000 2018,0.0,1.0,0.0,22,@Uber @lyft https://t.co/k8QCDQYS1H,@Lyft
0.734,Thu Apr 12 01:35:05 +0000 2018,0.0,0.754,0.246,23,RT @lyft: We're helping @iamcardib celebrate her new album! Enter code CARDIINVASION in the Lyft app to unlock Cardi cars. https://t.co/fb3…,@Lyft
0.0,Thu Apr 12 01:34:49 +0000 2018,0.0,1.0,0.0,24,The insolence that @Lyft @Uber cars have to those of us waiting patiently for a bus in the pouring rain is outrageo… https://t.co/KbH4uKKjLU,@Lyft
0.625,Thu Apr 12 01:34:44 +0000 2018,0.0,0.746,0.254,25,"So... are you #DCTID fans going to use @Lyft now as your ride sharing service?
Just curious.",@Lyft
0.422,Thu Apr 12 01:33:00 +0000 2018,0.0,0.887,0.113,26,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:30:57 +0000 2018,0.0,1.0,0.0,27,"@davidcelis @lyft Eh, sort of? You have to notify that there's a passenger in the car, so you could get their dropo… https://t.co/zYWOKEhnps",@Lyft
0.318,Thu Apr 12 01:30:45 +0000 2018,0.0,0.881,0.119,28,"@RealityIsSocial @DetroitCityFC @lyft I've always been a fan of collared kits, I always felt that's how all kits sh… https://t.co/3mDxt2GOOT",@Lyft
-0.557,Thu Apr 12 01:30:15 +0000 2018,0.34,0.66,0.0,29,Y’all need to get y’all shit together @lyft,@Lyft
0.0,Thu Apr 12 01:30:05 +0000 2018,0.0,1.0,0.0,30,@tb4liberty @tacoman_ngs @DetroitCityFC @lyft @ChevyDetroit @GM Doesn’t GM own a stake in LYFT?,@Lyft
0.0,Thu Apr 12 01:28:38 +0000 2018,0.0,1.0,0.0,31,@lyft my driver just crashed and kicked us out of the car 🙄🙄,@Lyft
-0.625,Thu Apr 12 01:28:08 +0000 2018,0.177,0.823,0.0,32,"I think @Uber might have the worst customer service ever. And my parents used to have Comcast. 

How you doin’ @lyft 😏",@Lyft
-0.296,Thu Apr 12 01:26:30 +0000 2018,0.128,0.872,0.0,33,Also quit my side huddle with @lyft when I saw this map twice. No #eastend boost... https://t.co/iWf4zdvBpj,@Lyft
0.0,Thu Apr 12 01:25:21 +0000 2018,0.0,1.0,0.0,34,RT @DetroitCityFC: Detroit City FC names @Lyft as title sponsor and Official Rideshare Partner for 2018 season: https://t.co/0h9fqYVpRc. #D…,@Lyft
0.557,Thu Apr 12 01:24:36 +0000 2018,0.0,0.465,0.535,35,I'm a huge fan of @lyft https://t.co/KHjoV8NmHX,@Lyft
0.0,Thu Apr 12 01:24:15 +0000 2018,0.0,1.0,0.0,36,@City_AWAYDCFC @DetroitCityFC @lyft It’s different. I dig the pattern on it.,@Lyft
0.44,Thu Apr 12 01:24:12 +0000 2018,0.0,0.58,0.42,37,@lyft a better shot 😀 / #rotate90 https://t.co/eg37Z8oOd5,@Lyft
0.0,Thu Apr 12 01:23:32 +0000 2018,0.0,1.0,0.0,38,@DetroitCityFC @lyft  https://t.co/C1yAUuXk55,@Lyft
0.0,Thu Apr 12 01:23:29 +0000 2018,0.0,1.0,0.0,39,RT @DetroitCityFC: Detroit City FC names @Lyft as title sponsor and Official Rideshare Partner for 2018 season: https://t.co/0h9fqYVpRc. #D…,@Lyft
0.34,Thu Apr 12 01:23:22 +0000 2018,0.0,0.882,0.118,40,@DetroitCityFC @PhilHecken @lyft Y’all should send one of those to my man @RobStoneONFOX. He will rock it with pride.,@Lyft
0.791,Thu Apr 12 01:21:53 +0000 2018,0.0,0.588,0.412,41,@JakeSerwer @DetroitCityFC @lyft Truly great having you be a part of our team.,@Lyft
0.646,Thu Apr 12 01:21:38 +0000 2018,0.0,0.778,0.222,42,RT @JakeSerwer: Congrats to @edarvick leading up #LyftDetroit! Lyft’s first-ever sports jersey sponsorship!! @DetroitCityFC @lyft https://t…,@Lyft
0.422,Thu Apr 12 01:21:15 +0000 2018,0.0,0.887,0.113,43,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:20:53 +0000 2018,0.0,1.0,0.0,44,@DetroitCityFC @lyft 1st and 3rd are fuego,@Lyft
0.646,Thu Apr 12 01:20:46 +0000 2018,0.0,0.752,0.248,45,Congrats to @edarvick leading up #LyftDetroit! Lyft’s first-ever sports jersey sponsorship!! @DetroitCityFC @lyft https://t.co/4pYp5FLm3R,@Lyft
0.422,Thu Apr 12 01:20:10 +0000 2018,0.0,0.887,0.113,46,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.571,Thu Apr 12 01:18:26 +0000 2018,0.0,0.575,0.425,47,@DetroitCityFC @lyft This is absolutely sexy,@Lyft
0.422,Thu Apr 12 01:18:05 +0000 2018,0.0,0.887,0.113,48,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:18:01 +0000 2018,0.0,1.0,0.0,49,@DetroitCityFC @lyft Shadow stripes 😍😍😍,@Lyft
0.0,Thu Apr 12 01:17:02 +0000 2018,0.0,1.0,0.0,50,RT @kurt_nagl: NEW: @lyft national rideshare service signs one-year title sponsorship with @DetroitCityFC and announces partnership with #D…,@Lyft
0.422,Thu Apr 12 01:16:32 +0000 2018,0.0,0.887,0.113,51,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:16:20 +0000 2018,0.0,1.0,0.0,52,@DetroitCityFC @lyft @Unluckygolfer this is a filthy set. Must buy for a Detroit man.,@Lyft
0.0,Thu Apr 12 01:16:15 +0000 2018,0.0,1.0,0.0,53,NEW: @lyft national rideshare service signs one-year title sponsorship with @DetroitCityFC and announces partnershi… https://t.co/yyrJ8mw3t2,@Lyft
0.718,Thu Apr 12 01:15:51 +0000 2018,0.0,0.538,0.462,54,.@lyft won me over this year. Cool to see.,@Lyft
0.128,Thu Apr 12 01:15:41 +0000 2018,0.096,0.786,0.118,55,"@Scott_Wiener @lyft A no brainer that lyft would support it.  The units won’t have parking, thus causing ppl to tak… https://t.co/IsYm9cLtbj",@Lyft
0.422,Thu Apr 12 01:15:39 +0000 2018,0.0,0.887,0.113,56,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
-0.458,Thu Apr 12 01:14:33 +0000 2018,0.187,0.813,0.0,57,"@NotBeilein @DetroitCityFC @lyft It may grow on me, but I've never liked collared kits.",@Lyft
0.422,Thu Apr 12 01:14:26 +0000 2018,0.0,0.887,0.113,58,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.0,Thu Apr 12 01:14:01 +0000 2018,0.0,1.0,0.0,59,Yo @lyft! We can't wait to have you guys over here. @AskLyft https://t.co/O2kCNS1kgT,@Lyft
0.422,Thu Apr 12 01:13:35 +0000 2018,0.0,0.887,0.113,60,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.202,Thu Apr 12 01:13:24 +0000 2018,0.117,0.722,0.161,61,RT @geekgirldiva: When your @lyft driver wants to silently guilt you into a better rating. https://t.co/m5rZxJilPy,@Lyft
0.0,Thu Apr 12 01:13:16 +0000 2018,0.0,1.0,0.0,62,"@perlapell This.  A million times this.

@lyft",@Lyft
0.361,Thu Apr 12 01:12:17 +0000 2018,0.0,0.865,0.135,63,@RealityIsSocial @DetroitCityFC @lyft Really? Collared kit the only one I like this year. I think the stripes look… https://t.co/ncBaVNL8oy,@Lyft
0.422,Thu Apr 12 01:11:11 +0000 2018,0.0,0.887,0.113,64,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.888,Thu Apr 12 01:11:10 +0000 2018,0.0,0.656,0.344,65,RT @JakeSerwer: Proud to be working with @Lyft as my client and a dedicated sports team doing great work in the #Detroit community! #Espres…,@Lyft
-0.34,Thu Apr 12 01:11:04 +0000 2018,0.124,0.876,0.0,66,@Scott_Wiener @lyft Don’t give into the tenant lobbyists.  The right to remain is ridiculously expensive for anyone… https://t.co/YP0YKEzcBK,@Lyft
0.166,Thu Apr 12 01:10:35 +0000 2018,0.0,0.895,0.105,67,Not sure when I will use it but when I need to it will be with @lyft,@Lyft
0.0,Thu Apr 12 01:10:28 +0000 2018,0.0,1.0,0.0,68,RT @lyft: @soyplo  https://t.co/TpyvpBZIfA,@Lyft
0.422,Thu Apr 12 01:10:05 +0000 2018,0.0,0.887,0.113,69,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.422,Thu Apr 12 01:09:53 +0000 2018,0.0,0.887,0.113,70,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.422,Thu Apr 12 01:09:46 +0000 2018,0.0,0.887,0.113,71,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.768,Thu Apr 12 01:09:28 +0000 2018,0.0,0.712,0.288,72,"@DetroitCityFC @BobbyP_III @lyft I like....  not  wild about the baby blue, but the others are great.",@Lyft
0.422,Thu Apr 12 01:09:27 +0000 2018,0.0,0.887,0.113,73,"RT @Bill_Shea19: As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the ride sh…",@Lyft
0.706,Thu Apr 12 01:09:21 +0000 2018,0.0,0.773,0.227,74,@lyft you guys should really improve the security for your passengers. Who knows what he meant by “this is why I lo… https://t.co/RVpAQ52j0r,@Lyft
0.42,Thu Apr 12 01:09:19 +0000 2018,0.0,0.782,0.218,75,@djf510 Looks like a real @Uber or @lyft driver to me! https://t.co/qng7DjX5W8,@Lyft
0.361,Thu Apr 12 01:08:20 +0000 2018,0.0,0.898,0.102,76,People ask me why I don’t have a car. I‘m just like “why do I need to drive a car when I can have other people driv… https://t.co/K1guIE1m55,@Lyft
0.0,Thu Apr 12 01:08:19 +0000 2018,0.0,1.0,0.0,77,@schulmanmj @Scott_Wiener @lyft @Uber Check this out. What's Seattle been doing? They've put more than ten thousand… https://t.co/8ToW0jaWhj,@Lyft
0.624,Thu Apr 12 01:07:32 +0000 2018,0.0,0.789,0.211,78,"RT @lindadong: We're hiring for a motion designer at @lyft! DMs welcome, and you get to work with these fine folks 😃 https://t.co/O1fEo7Crra",@Lyft
-0.361,Thu Apr 12 01:07:29 +0000 2018,0.143,0.857,0.0,79,"@schulmanmj @Scott_Wiener @lyft @Uber Saying ""but they're only building LUXURY homes"" during a housing shortage is… https://t.co/Fy08CcblZZ",@Lyft
-0.341,Thu Apr 12 01:06:49 +0000 2018,0.095,0.905,0.0,80,"SF Bay Area, DO NOT @lyft W/THIS GUY Kahled. My husband was not pleased that he on FB messenger on his phone drivin… https://t.co/7SpJWT7L5b",@Lyft
0.0,Thu Apr 12 01:06:41 +0000 2018,0.0,1.0,0.0,81,@_tr @lyft but you can still say they are dropping someone else off without tossing a map marker down on their destination 🤔,@Lyft
0.494,Thu Apr 12 01:06:01 +0000 2018,0.0,0.868,0.132,82,RT @sfbaygeo: The @ChurchillClub is hosting an event about exciting location based services on Tuesday April 17th in San Francisco. There w…,@Lyft
0.202,Thu Apr 12 01:03:50 +0000 2018,0.0,0.921,0.079,83,RT @FreshOutDaFedz: . @Uber f*** playing with my tax refund money sonnnnnn.  Y’all really gonna not disclose a surge and charge this bs.  S…,@Lyft
0.422,Thu Apr 12 01:03:06 +0000 2018,0.0,0.872,0.128,84,"As wildly popular @DetroitCityFC inches toward turning pro, it adds @lyft as its jersey sponsor for 2018. It's the… https://t.co/eaVhnnDy9L",@Lyft
0.0,Thu Apr 12 01:03:05 +0000 2018,0.0,1.0,0.0,85,RT @DetroitCityFC: Detroit City FC names @Lyft as title sponsor and Official Rideshare Partner for 2018 season: https://t.co/0h9fqYVpRc. #D…,@Lyft
0.599,Thu Apr 12 01:02:29 +0000 2018,0.087,0.632,0.281,86,@NGSDetroit I haven’t really drank in 14 years. No time like Saturday to start again. Thank god @lyft is sponsoring… https://t.co/HBVkk9Ojn2,@Lyft
0.0,Thu Apr 12 01:02:18 +0000 2018,0.0,1.0,0.0,87,RT @DetroitCityFC: Detroit City FC names @Lyft as title sponsor and Official Rideshare Partner for 2018 season: https://t.co/0h9fqYVpRc. #D…,@Lyft
0.637,Thu Apr 12 01:01:57 +0000 2018,0.0,0.756,0.244,88,"@DetroitCityFC @lyft @ochocinco heard you love @adidasUS &amp; soccer. I introduce to you, #DCFC. 🥅⚽",@Lyft
-0.66,Thu Apr 12 01:01:54 +0000 2018,0.265,0.735,0.0,89,"@davidcelis @lyft Because otherwise impatient drivers would get mad about their driver ""driving around in circles,"" probably.",@Lyft
0.202,Thu Apr 12 01:01:33 +0000 2018,0.0,0.921,0.079,90,RT @FreshOutDaFedz: . @Uber f*** playing with my tax refund money sonnnnnn.  Y’all really gonna not disclose a surge and charge this bs.  S…,@Lyft
-0.25,Thu Apr 12 01:00:55 +0000 2018,0.077,0.923,0.0,91,"RT @mugoli: Re: my @lyft thread. This story was moving and heartbreaking, but is not exceptional or out of the ordinary. I tweeted it in th…",@Lyft
-0.296,Thu Apr 12 00:59:11 +0000 2018,0.109,0.891,0.0,92,Hey @AskLyft @lyft in #Philadelphia airport drivers waiting zone restrooms has no water since more than a week. Whe… https://t.co/mc2imV4qxf,@Lyft
0.0,Thu Apr 12 00:58:22 +0000 2018,0.0,1.0,0.0,93,RT @DetroitCityFC: Detroit City FC names @Lyft as title sponsor and Official Rideshare Partner for 2018 season: https://t.co/0h9fqYVpRc. #D…,@Lyft
0.784,Thu Apr 12 00:58:17 +0000 2018,0.0,0.695,0.305,94,RT @Scott_Wiener: Thank you @Lyft for supporting #SB827 - 100% agree that building more housing near transit can reduce congestion and free…,@Lyft
0.422,Thu Apr 12 00:57:58 +0000 2018,0.0,0.588,0.412,95,@ejfyfe6 @DetroitCityFC @lyft @CameronStrutt95 Nice,@Lyft
0.84,Thu Apr 12 00:57:50 +0000 2018,0.0,0.619,0.381,96,"@lyft Today was a great day, I helped 11 people, and the day was very positive. https://t.co/s1mWLDOIZT",@Lyft
0.44,Thu Apr 12 00:57:50 +0000 2018,0.0,0.58,0.42,97,RT @soina42603495: @lyft Good evening,@Lyft
-0.597,Thu Apr 12 00:57:35 +0000 2018,0.66,0.34,0.0,98,@DetroitCityFC @lyft Sick!!,@Lyft
0.611,Thu Apr 12 00:57:30 +0000 2018,0.0,0.79,0.21,99,"@Coach_Blake_ @DetroitCityFC @lyft Cringing at the eventual “We Lyft Detroit in Soccer,” but these are nice!",@Lyft
